biome * ffffff ffffff ffffff
block 855 15 ff4f75a0
block 856 * ff0f0a18
block 857 0 ff181818
block 857 1 ff933131
block 857 2 ff627a31
block 857 3 ff624931
block 857 4 ff3149ab
block 857 5 ff7a3cab
block 857 6 ff497a93
block 857 7 ff939393
block 857 8 ff494949
block 857 9 ffe87a9e
block 857 10 ff7ac418
block 857 11 ffdcdc31
block 857 12 ff6293cf
block 857 13 ffab49cf
block 857 14 ffcf7a31
block 857 15 fff5f5f5
block 858 0 ff866043
block 858 1 ffdbd3a0
block 858 2 ff7e7c7a
block 858 3 ff7a7a7a
block 858 4 ff7d7d7d
block 858 5 ff9ea4b0
block 858 6 ff926356
block 858 7 ff0f0a18
block 859 0 ff151515
block 859 1 ffe04343
block 859 2 ff216f2a
block 859 3 ff644836
block 859 4 ff435ae0
block 859 5 ff933dcd
block 859 6 ff3294a7
block 859 7 ff848484
block 859 8 ff383838
block 859 9 ffe0b5c8
block 859 10 ff43e043
block 859 11 ffe0e043
block 859 12 ff90c5e0
block 859 13 ffe043ca
block 859 14 ffe08443
block 859 15 ffe0e0e0
block 860 * bfa2a2a2
block 861 0 ff644416
block 861 1 ff6b6b6b
block 861 2 ff686868
block 861 3 ff62655b
block 861 4 ff606060
block 861 5 ff8a8a8a
block 861 6 ff846642
block 861 7 ff594931
block 861 8 ff79544a
block 861 9 ff656565
block 861 10 ffb7b7b7
block 861 11 ff2e2114
block 861 12 ff2e1d20
block 861 13 ffb5b5b5
block 861 14 ff75452e
block 861 15 ff403b3d
block 862 0 ff7c007c
block 862 1 ff7c007c
block 863 1 c7f5f5f5
block 863 2 74aae6d2
block 863 4 8a90cbb6
block 863 8 5dffffff
block 863 9 d2848e6e
block 863 10 ff7d7d7d
block 863 12 ff7d7d7d
block 863 13 ff7d7d7d
block 863 14 ff7d7d7d
block 863 15 ff7d7d7d
block 864 * ffc7c7c7
block 865 * 2b7f0000
block 866 * ffece9e2
block 866 1 ffe7e4db
block 866 2 ffdbdbdb
block 866 3 fff9ec4e
block 866 4 ff61dbd5
block 866 5 ff242424
block 866 6 ffbdbdbd
block 866 7 ff6a1d1f
block 866 8 ffc7bdab
block 867 * 23f8f8f8
block 868 * ffbfbfbf
block 869 * ff7c007c
block 870 * ff101010
block 870 1 ff341d0c
block 871 * ff8f8f8f
block 871 0 ffcccccc
block 871 1 ffb7957a
block 871 3 ff5c3923
block 871 4 ffcccccc
block 871 5 ffb7957a
block 871 7 ff5c3923
block 871 8 ffcccccc
block 871 9 ffb7957a
block 871 11 ff5c3923
block 871 12 ffcccccc
block 871 13 ffb7957a
block 871 15 ff5c3923
block 872 * 66323536
block 873 * aacecece
block 874 * abd0d0d0
block 874 0 13ffffff
block 874 2 13ffffff
block 874 4 13ffffff
block 875 * ff7d7d7d
block 875 1 ffd4cd94
block 875 2 ff2c2c2c
block 875 3 ff2c2c2c
block 875 4 ff2c2c2c
block 875 5 ff612626
block 876 * ffc7c7c7
block 877 * a7dad1f0
block 878 * ff202020
block 879 * ff7c6b76
block 880 * ff2c161a
block 880 1 ff2d161a
block 880 2 ff2d161a
block 880 3 ff2a1418
block 880 4 ff2a1519
block 880 5 ff2b141a
block 883 * ff9d7b54
block 883 1 ff9a7851
block 883 2 ff9a7851
block 883 3 ff91724d
block 883 4 ff93744f
block 883 5 ff977650
block 884 * c9323232
block 884 0 bf333333
block 884 1 b7323232
block 884 2 cb323232
block 884 3 d3323232
block 884 4 a3333333
block 884 5 cb323232
block 884 7 d1323232
block 884 8 c3323232
block 884 10 d1323232
block 884 11 b3323232
block 884 12 d7323232
block 884 13 bf333333
block 884 14 c3323232
block 884 15 a9323232
block 885 0 6b0e0d0c
block 885 1 6b5b1c18
block 885 2 6b3c4518
block 885 3 6b3c2918
block 885 4 6b1e2956
block 885 5 6b4b2256
block 885 6 6b2d454a
block 885 7 6b5b544a
block 885 8 6b2d2924
block 885 9 6b904550
block 885 10 6b4b700c
block 885 11 6b887d18
block 885 12 6b3c5469
block 885 13 6b6a2969
block 885 14 6b804518
block 885 15 6b988c7c
block 886 * ff89dec0
block 887 * ff2e2e2e
block 888 * ff6c2014
block 889 * ff7c007c
block 890 * ff7c007c
block 891 * 118d9958
block 892 * ffc9c9c9
block 893 * ff4f75a0
block 893 1 ff4d729d
block 893 2 ff4d729d
block 893 3 ff496b93
block 893 4 ff4b6d95
block 893 5 ff567aa5
block 895 * 79352c33
block 895 1 52322d32
block 895 2 752e292e
block 895 3 5b2d262d
block 895 4 70303031
block 895 5 522f2a30
block 896 * b75b4b30
block 897 * ff420303
block 897 1 ff501403
block 898 * ff202020
block 900 * ff457a8e
block 901 * b2948f00
block 902 0 ff191919
block 902 1 ff191919
block 902 2 ff481919
block 902 3 ff0c860c
block 904 * ff202020
block 905 * ff420303
block 905 0 ff101010
block 906 * ff212121
block 906 1 ffc7bdab
block 906 2 ff681c1d
block 906 3 ff4d729d
block 906 4 ff3e383a
block 906 5 ff2d161a
block 906 6 ffbdbdbd
block 906 7 ff9a7851
block 906 8 ffdad29e
block 906 9 ff9f9f9f
block 907 * ff535353
block 908 * ffececec
block 909 * 6b786b56
block 909 0 8f796c58
block 909 1 8f796c58
block 909 2 8f796c58
block 909 3 8f796c58
block 909 4 8f796c58
block 909 5 8f796c58
block 910 * bd0d4807
block 911 0 ff7c007c
block 911 1 ffa17628
block 911 2 ff292929
block 911 3 ff142236
block 911 4 ff463c51
block 911 5 ff333333
block 911 6 ff457a8e
block 911 7 ff2d2d2d
block 911 8 ff91897d
block 912 * 57222222
block 912 0 8f8a8a92
block 912 1 cf232323
block 912 3 cf232323
block 912 5 57252421
block 912 6 8f8c8c94
block 912 7 8f8b8b93
block 912 8 8f85858d
block 912 9 8f85858c
block 912 10 8f8b8b93
block 912 11 cf232323
block 912 12 cf232323
block 912 13 8f87878f
block 913 0 45005c09
block 913 1 1d525252
block 913 2 49028247
block 913 3 1d059612
block 913 4 51784c15
block 913 5 ff487c2c
block 913 6 7d79654e
block 914 0 76835daf
block 914 1 6a86a89e
block 914 2 83a649b1
block 914 3 5b79521c
block 914 4 8c2c282f
block 914 5 dd417b3d
block 914 6 6e299bc1
block 914 7 7f628f7a
block 916 * ff333333
block 917 0 ff9d7b54
block 917 1 ff423c3e
block 917 2 ff909090
block 917 3 ffeffbfb
block 917 4 9f7dadff
block 917 5 ffa5c2f5
block 917 6 ffdbdbdb
block 917 7 fff9ec4e
block 917 8 ff61dbd5
block 917 9 ff4f75a0
block 917 10 ffbdbdbd
block 917 11 ffc7bdab
block 917 12 ff6a1d1f
block 917 13 ff242424
block 917 14 ff9a7851
block 917 15 ff3e383a
block 918 * ff7a7a7a
block 918 0 ffd4cbbe
block 918 1 ffc2b9ac
block 918 2 ff2f2f2f
block 918 3 ff393b3a
block 918 4 ff353736
block 918 5 ff620006
block 918 6 ff050959
block 918 7 ff175000
block 918 8 ffd6882d
block 918 9 ffeceff1
block 918 10 ffc9dfed
block 918 11 ff0d4075
block 919 0 320d110c
block 919 1 3253241a
block 919 2 32375b1a
block 919 3 3237361a
block 919 4 321b365a
block 919 5 32452d5a
block 919 6 32295b4e
block 919 7 32536d4e
block 919 8 32293626
block 919 9 32835b54
block 919 10 3245920c
block 919 11 327ca41a
block 919 12 32376d6e
block 919 13 3261366e
block 919 14 32755b1a
block 919 15 328bb782
block 920 * ff7c007c
block 921 0 ffa4a4a4
block 921 1 ff73604e
block 921 2 ff6d4f6d
block 921 3 ff747997
block 921 4 ff73734d
block 921 5 ff73975d
block 921 6 ff976b75
block 921 7 ff3b3b3b
block 921 8 ff5b5b5b
block 921 9 ff3c5555
block 921 10 ff5f4e73
block 921 11 ff515173
block 921 12 ff39312a
block 921 13 ff3d553c
block 921 14 ff624745
block 921 15 ff212121
block 922 * ff03313d
block 923 0 ff4c3730
block 923 1 ff503d2f
block 924 0 ff575757
block 924 1 ff6a4d1f
block 924 2 ff6a5b43
block 924 3 ff979797
block 924 4 ff544342
block 924 5 ff866e47
block 924 6 ff708081
block 924 7 ff0d1821
block 924 8 ff71634f
block 924 9 ff705c3e
block 924 10 ff86270c
block 924 11 ff32554a
block 925 0 ff685744
block 925 1 ff666664
block 926 * ff6a4e33
block 926 1 ff656565
block 926 2 ffbcbcbc
block 926 3 ff791212
block 927 * ff202020
block 928 * ff313131
block 928 0 78ffffff
block 928 1 17ffffff
block 928 15 17ffffff
block 930 * 476340ff
block 930 1 1d544cff
block 930 3 1d544cff
block 930 5 1d544cff
block 930 7 1d544cff
block 930 9 1d544cff
block 930 11 1d544cff
block 930 13 1d544cff
block 930 15 1d544cff
block 931 * ff7c007c
block 932 * ff6a1d1f
block 932 1 ff681d1e
block 932 2 ff681c1d
block 932 3 ff5f1c1d
block 932 4 ff611c1e
block 932 5 ff680d10
block 933 * ff242424
block 933 1 ff212121
block 933 2 ff212121
block 933 3 ff1c1c1c
block 933 4 ff1d1d1d
block 933 5 ff272727
block 934 * ff7c007c
block 935 * 9a265f0c
block 936 0 1fa3cb8d
block 937 * ff5e4b37
block 938 0 ff222222
block 938 1 ff590800
block 938 2 ff164b00
block 938 3 ff5d2100
block 938 4 ff0b1f56
block 938 5 ff571057
block 938 6 ff00484f
block 938 7 ff969696
block 938 8 ff545454
block 938 9 ff902d69
block 938 10 ff5d7e3c
block 938 11 ff958800
block 938 12 ff0d4e7f
block 938 13 ff7f0d5b
block 938 14 ffa34a00
block 938 15 ffd2d2d2
block 939 * ff73817e
block 940 0 430d4107
block 940 1 610d4407
block 940 2 3d0d4207
block 940 3 e70c4907
block 940 4 470c4506
block 940 5 870d4808
block 942 0 ff80673d
block 943 * ffa8a8a8
block 944 * ffececec
block 946 * 4b807f7e
block 947 * ffa8a8a8
block 948 * f4030303
block 949 * ff7d7d7d
block 949 0 99f4f4f4
block 950 * ffc7bdab
block 950 1 ffc6bcaa
block 950 3 ffb9af9d
block 950 4 ffbbb19f
block 950 5 ffb1ab9b
block 951 * ff101010
block 952 0 c7f5f5f5
block 952 1 74aae6d2
block 952 2 5dffffff
block 952 3 d2848e6e
block 953 * ff7ba5ff
block 955 * ff202020
block 956 * ff313131
block 957 0 4effffff
block 957 1 ad1d1d1d
block 957 2 ff7c007c
block 957 3 ff193343
block 957 4 ff7c007c
block 957 5 ff00007c
block 957 6 66dce0d5
block 957 7 6b282828
block 957 9 ff2e2e2e
block 958 * 661e272e
block 960 0 ffa13e0e
block 961 * 4fc7c7c7
block 962 * 661e272e
block 963 * ff27273b
block 963 1 9b1a2731
block 964 * 1770829a
block 965 * 87f4f4f4
block 966 * e37a7a7a
block 967 * ff774437
block 968 * ff999991
block 968 0 ff7e0008
block 968 1 ff7f0c09
block 969 0 cb8a998a
block 970 * ffbdbdbd
block 970 1 ffbcbcbc
block 970 3 ffafafaf
block 970 4 ffb1b1b1
block 970 5 ffacacac
block 971 0 ffe3e3e3
block 971 1 53bcbcbc
block 971 2 ffc3c3c3
block 971 3 ffb2b2b2
block 971 4 ff898989
block 971 5 ff4b4b4b
block 971 6 ff626262
block 971 7 ffb1851f
block 971 8 ff999999
block 971 9 ff737373
block 971 10 ff1d1915
block 971 11 c3241e34
block 971 12 c30e0e0e
block 971 13 ffa2a2a2
block 971 14 537e7e7e
block 971 15 ff828282
block 972 * e56a6300
block 973 * 1934be7d
block 974 * 517b4f19
block 974 1 a2747474
block 974 2 4e787878
block 975 * 4b00ff00
block 975 0 4bffff00
block 975 1 4bff00ff
block 975 2 4b2288ff
block 975 4 4bffff00
block 975 5 4bff00ff
block 975 6 4b2288ff
block 975 8 4bffff00
block 975 9 4bff00ff
block 975 10 4b2288ff
block 975 12 4bffff40
block 975 13 4bff40ff
block 975 14 4b59a6ff
block 975 15 4b40ff40
block 976 * ff634932
block 977 * ffdcdcdc
block 978 0 ff646464
block 978 1 ff646464
block 978 2 ff6f473c
block 978 3 ff7c7463
block 978 4 ff525255
block 978 5 ff49a361
block 978 6 ffa2a2a2
block 979 0 54101010
block 979 1 54632121
block 979 2 54425221
block 979 3 54423121
block 979 4 54213173
block 979 5 54522973
block 979 6 54315263
block 979 7 54636363
block 979 8 54313131
block 979 9 549d526b
block 979 10 54528410
block 979 11 54959521
block 979 12 5442638c
block 979 13 5473318c
block 979 14 548c5221
block 979 15 54a6a6a6
block 980 * 957d0303
block 981 * ff7c007c
block 981 0 ff51683c
block 981 4 ff7d7d7e
block 981 5 ffa1a1a1
block 981 6 ffcacaca
block 981 7 ffcbcbcb
block 981 8 ffafafaf
block 981 9 ff272727
block 981 10 ff62747c
block 981 11 ff484848
block 981 12 ff535a59
block 981 15 ff7d8e76
block 982 * ff606060
block 982 1 ff5e5e5e
block 982 2 ff656565
block 982 3 ff656565
block 982 5 ff5e5e5e
block 982 6 ffb7b7b7
block 982 7 ffb7b7b7
block 982 10 ff7c4f6c
block 982 11 ff6e4f6c
block 983 * ff4a1e13
block 984 * 6f939393
block 985 * ff715236
block 986 0 ff1e4b47
block 986 1 ff717171
block 986 2 ff103f22
block 986 3 ff8b9593
block 986 4 ff322022
block 986 5 ff373737
block 986 6 ff505050
block 986 7 ff9d7b54
block 986 8 ff575757
block 986 9 ff616161
block 986 10 ff616060
block 986 11 ff846d47
block 986 12 ff433d40
block 986 13 ff21403c
block 986 14 ff62492c
block 986 15 ff383838
block 987 * ffececec
block 988 0 9a131313
block 988 1 9a762727
block 988 2 9a4e6227
block 988 3 9a4e3a27
block 988 4 9a273a89
block 988 5 9a623089
block 988 6 9a3a6276
block 988 7 9a767676
block 988 8 9a3a3a3a
block 988 9 9aba627f
block 988 10 9a629d13
block 988 11 9ab0b027
block 988 12 9a4e76a6
block 988 13 9a893aa6
block 988 14 9aa66227
block 988 15 9ac5c5c5
block 989 * ffff9f00
block 989 8 ff00aeff
block 989 9 ff00aeff
block 989 10 ff00aeff
block 989 11 ff00aeff
block 989 12 ff00aeff
block 989 13 ff00aeff
block 989 14 ff00aeff
block 989 15 ff00aeff
block 990 * ff202020
block 991 * ff101010
block 991 1 ff0c0c0c
block 992 * 7f585858
block 993 * ff7c007c
block 994 * ffe0e0e0
block 996 * ffb5ada7
block 996 1 ffb6a59f
block 996 2 ff665554
block 996 3 ff93a5a9
block 996 4 ffe18b20
block 996 5 ff736153
block 998 * ff222222
block 999 * ff221101
block 999 1 ff909090
block 999 2 ff7c4219
block 999 3 ff7c4219
block 999 5 ff909090
block 999 6 ff7c4219
block 1001 * 6b735d60
block 1002 * ff4a1e13
block 1003 * 72ffffff
block 1004 0 ff222222
block 1004 1 ff590800
block 1004 2 ff164b00
block 1004 3 ff5d2100
block 1004 4 ff0b1f56
block 1004 5 ff571057
block 1004 6 ff00484f
block 1004 7 ff969696
block 1004 8 ff545454
block 1004 9 ff902d69
block 1004 10 ff5d7e3c
block 1004 11 ff958800
block 1004 12 ff0d4e7f
block 1004 13 ff7f0d5b
block 1004 14 ffa34a00
block 1004 15 ffd2d2d2
block 1005 * ff6d6d6d
block 1006 0 91555555
block 1006 1 f3606060
block 1006 2 ffcdcdcd
block 1006 3 ff980000
block 1006 4 ff016274
block 1006 5 777a7a7a
block 1006 6 ffff9f00
block 1006 7 9e7a7a7a
block 1006 8 a07a7a7a
block 1006 9 c47e3e3c
block 1006 10 ffff6900
block 1006 11 89e6edb1
block 1006 12 ff8c0079
block 1006 13 857a7a7a
block 1006 14 90797979
block 1007 * ff202020
block 1008 0 ffa99a8f
block 1008 1 ff8f9da8
block 1009 * ffc1c1c1
block 1010 * ff7c007c
block 1010 0 ff010101
block 1010 1 ff141414
block 1010 2 c2262626
block 1010 5 0adef6fb
block 1010 7 ff121212
block 1010 8 ff010101
block 1010 9 ff141414
block 1010 10 c2262626
block 1010 13 0adef6fb
block 1010 15 ff121212
block 1011 * 77724f90
block 1012 0 ff776969
block 1012 1 ff666670
block 1012 2 ff6b7269
block 1012 3 ff897e71
block 1012 4 ff8c8c8c
block 1012 5 ff85888b
block 1012 6 ff6c757d
block 1013 * ff7c007c
block 1014 * ff7c007c
block 1015 * ff909090
block 1015 0 ff525261
block 1015 2 ff9a9a9a
block 1015 3 ff433d40
block 1015 4 ff1d1432
block 1015 5 ff9d7b54
block 1015 6 ff2c2c2c
block 1015 7 ffcdcdcd
block 1015 8 ff221101
block 1015 9 ffd46f1b
block 1015 10 fff1f1f1
block 1015 11 ff727299
block 1016 0 ff9d7b54
block 1016 1 ff423c3e
block 1016 2 ff909090
block 1016 3 ffeffbfb
block 1016 4 9f7dadff
block 1016 5 ffa5c2f5
block 1016 6 ffdbdbdb
block 1016 7 fff9ec4e
block 1016 8 ff61dbd5
block 1016 9 ff4f75a0
block 1016 10 ffbdbdbd
block 1016 11 ffc7bdab
block 1016 12 ff6a1d1f
block 1016 13 ff242424
block 1016 14 ff9a7851
block 1016 15 ff3e383a
block 1017 * ff535353
block 1018 * ff7c007c
block 1019 * 479d6128
block 1020 * ff420303
block 1020 1 ff290303
block 1021 0 9ac53b5c
block 1021 1 9ac53b5c
block 1021 2 9ac53b5c
block 1021 3 9ac53b75
block 1021 4 9ac53b75
block 1021 5 9ac53b5c
block 1022 * ffc3ab76
block 1023 * ff725f3f
block 1024 * ff8e4929
block 1025 0 ffd4cbbe
block 1025 1 ffc2b9ac
block 1025 2 ff2f2f2f
block 1025 3 ff393b3a
block 1025 4 ff353736
block 1025 5 ff620006
block 1025 6 ff050959
block 1025 7 ff175000
block 1025 8 ffd6882d
block 1025 9 ffeceff1
block 1025 10 ffc9dfed
block 1025 11 ff0d4075
block 1026 * f44f0000
block 1027 * ff665131
block 1027 0 ff9a7d4d
block 1027 1 ff9a7d4d
block 1027 2 ff9a7d4d
block 1027 3 ff9a7d4d
block 1028 * ff423c3e
block 1028 1 ff3e383a
block 1028 2 ff3e383a
block 1028 3 ff3a3436
block 1028 4 ff3a3436
block 1028 5 ff3d3538
block 1029 * ff7c007c
block 1030 * ffc1c1c1
block 1031 0 ff0e0e0e
block 1031 1 ff581d1d
block 1031 2 ff3a491d
block 1031 3 ff3a2b1d
block 1031 4 ff1d2b66
block 1031 5 ff492466
block 1031 6 ff2b4958
block 1031 7 ff585858
block 1031 8 ff2b2b2b
block 1031 9 ff8b495f
block 1031 10 ff49750e
block 1031 11 ff84841d
block 1031 12 ff3a587c
block 1031 13 ff662b7c
block 1031 14 ff7c491d
block 1031 15 ff939393
block 1032 * 9b686b77
block 1033 * ff323232
block 1033 6 ff333333
block 1033 7 ff333333
block 1033 8 ff333333
block 1033 9 ff303030
block 1033 13 c7353535
block 1033 14 ab313131
block 1033 15 ff272727
block 1034 * ff7d7d7d
block 1034 2 4ff9f9f9
block 1035 * 11ac9a5e
block 1036 * ff980000
block 1037 * ffa8a8a8
block 1038 0 54101010
block 1038 1 54632121
block 1038 2 54425221
block 1038 3 54423121
block 1038 4 54213173
block 1038 5 54522973
block 1038 6 54315263
block 1038 7 54636363
block 1038 8 54313131
block 1038 9 549d526b
block 1038 10 54528410
block 1038 11 54959521
block 1038 12 5442638c
block 1038 13 5473318c
block 1038 14 548c5221
block 1038 15 54a6a6a6
block 1040 0 ff000000
block 1040 1 ffc30000
block 1040 2 ff008200
block 1040 3 ff723900
block 1040 4 ff000082
block 1040 5 ff820082
block 1040 6 ff00c3c3
block 1040 7 ff828282
block 1040 8 ff414141
block 1040 9 ffc3929b
block 1040 10 ff41c341
block 1040 11 ffc3c341
block 1040 12 ff4141c3
block 1040 13 ffc341c3
block 1040 14 ffc38200
block 1040 15 ffc3c3c3
block 1041 0 ff55544d
block 1041 1 ff776d66
block 1041 2 ff776d65
block 1042 * ff4d2d1f
block 1043 * ff2f3e3f
block 1044 * fe613289
block 1044 1 fe3f2451
block 1044 2 fc843c64
block 1045 * 92d69447
block 1046 0 5e64615e
block 1046 1 6e534f4c
block 1047 * ee735d40
block 1048 * c36b6b6b
block 1049 * ff6b6c6f
block 1050 * ff542f1f
block 1051 * ffe6f3f3
block 1052 * 5a453229
block 1053 * ff324145
block 1054 * 92c4d2d0
block 1055 * ff566281
block 1056 * ff6b6c6f
block 1057 * ff4d2d1e
block 1058 0 ff8b5440
block 1058 1 ffaeaeae
block 1058 2 ff909794
block 1058 3 ff3f7446
block 1058 4 ff417d53
block 1058 5 ff49423d
block 1058 6 ff585858
block 1058 7 ff666666
block 1058 8 ff5f5f5f
block 1058 9 ff656565
block 1059 * ff656669
block 1060 * ff6b6c6f
block 1061 * ffcedbdb
block 1062 * fe613289
block 1063 * ff6b6c6f
block 1064 * ff587069
block 1065 * ee19a59c
block 1066 0 ff313f43
block 1066 1 ff324044
block 1066 2 ff324044
block 1066 3 ff324044
block 1067 * ff56625c
block 1068 * ff313f43
block 1069 * ffdfe4d1
block 1070 * ffaa4e58
block 1071 * ff697b77
block 1072 * ff6b6c6f
block 1073 * ff313f43
block 1074 * ff4f6966
block 1076 * ff6b6c6f
block 1077 * ff303e41
block 1078 * ff6b6c6f
block 1079 0 ff7a695c
block 1079 2 ff595858
block 1079 3 ff595858
block 1079 6 ff525252
block 1079 9 ff525252
block 1079 10 ff525252
block 1080 * ff6b6c6f
block 1081 * ff6b6c6f
block 1082 * ff6f696f
block 1083 * ff56645f
block 1084 * ff666846
block 1085 * ff41413e
block 1086 * 7f503225
block 1086 0 7f643a24
block 1086 1 7f654128
block 1087 * ff6b6c6f
block 1088 0 ff55544d
block 1088 1 ff474747
block 1088 2 ff3e1f15
block 1088 3 ff272727
block 1088 4 ff776d66
block 1088 5 ff776d65
block 1088 6 ff4a3832
block 1089 0 ff000000
block 1089 1 ffc50000
block 1089 2 ff008300
block 1089 3 ff733900
block 1089 4 ff000083
block 1089 5 ff830083
block 1089 6 ff00c5c5
block 1089 7 ff838383
block 1089 8 ff414141
block 1089 9 ffc5949c
block 1089 10 ff41c541
block 1089 11 ffc5c541
block 1089 12 ff4141c5
block 1089 13 ffc541c5
block 1089 14 ffc58300
block 1089 15 ffc5c5c5
block 1090 * ff324145
block 1091 * ff966073
block 1091 1 ffb8677d
block 1092 0 ff542f1f
block 1092 1 ff542f1f
block 1092 2 ff542f1f
block 1092 3 ff542f1f
block 1092 4 ff542f1f
block 1092 5 ff4e2c1c
block 1092 6 75522e1d
block 1093 * ff6b6c6f
block 1094 * ffe6f3f3
block 1095 * ff6b6c6f
block 1096 * ff656565
block 1096 0 ff93a4a9
block 1096 1 ffb17e52
block 1096 2 ff45395b
block 1096 3 ff120d0a
block 1096 4 ffe6bf30
block 1096 5 ff6d6d6d
block 1096 7 ff435a4b
block 1096 9 ff3c3c3c
block 1096 10 3b303030
block 1096 11 ff3b3b3b
block 1096 12 ff8a523d
block 1096 13 ffc9cfce
block 1096 14 ff8b5440
block 1096 15 ff83503c
block 1097 * ff656669
block 1098 * ff1a2829
block 1099 * ff6b6c6f
block 1100 * ff6b6c6f
block 1101 * 7f997770
block 1102 * ffe6f3f3
block 1103 * ff395f70
block 1104 0 ff55544d
block 1104 1 ff474747
block 1104 2 ff3e1f15
block 1104 3 ff272727
block 1104 4 cb21b164
block 1104 5 c9412a23
block 1105 * 92c4d2d0
block 1106 * ffc38e6c
block 1107 * ff78737d
block 1108 * 8108e2f7
block 1108 1 7efff500
block 1108 2 5cff0000
block 1109 * ff586f67
block 1110 * cf484848
block 1110 0 ff525252
block 1110 2 3f393939
block 1110 4 ff323232
block 1110 5 ff4e4c47
block 1110 6 ff715645
block 1110 7 ff71685c
block 1110 8 634d4d4d
block 1110 9 75434343
block 1110 10 ffb2b2b2
block 1110 11 ff4f3a31
block 1110 12 ffbbccca
block 1110 13 cfaebebc
block 1110 14 ff7c6f65
block 1110 15 cfaebebc
block 1111 * 4dcbb5b5
block 1112 0 ff838588
block 1112 1 ff847b77
block 1112 2 ff898989
block 1113 * ff6b6c6f
block 1114 * fe613289
block 1115 * cd3e757e
block 1116 * ff313f43
block 1117 * 46daf0f4
block 1118 * ffd9e6e6
block 1119 * df416674
block 1121 * ff6b6c6f
block 1122 0 35237033
block 1122 1 53236e33
block 1122 2 7a247234
block 1122 3 94247235
block 1122 4 ac416933
block 1122 5 7f436532
block 1123 * ff6b6c6f
block 1124 0 ff525252
block 1124 1 ff525252
block 1124 2 ff525252
block 1125 * ff6b6c6f
block 1126 * ff4b4b4b
block 1127 * ff6b6c6f
block 1128 * ffebb562
block 1129 * ff59716c
block 1130 0 ff787a79
block 1130 1 ff7a7978
block 1130 2 ff777778
block 1130 3 ff7d7e7e
block 1130 4 ff7c7c7c
block 1131 * ff44392c
block 1132 * 57009cff
block 1132 1 57ff0202
block 1132 2 5711f21e
block 1132 3 57e4e21d
block 1132 5 57ff0202
block 1132 6 5711f21e
block 1132 7 57e4e21d
block 1132 9 57ff0202
block 1132 10 5711f21e
block 1132 11 57e4e21d
block 1132 13 57ff0202
block 1132 14 5711f21e
block 1132 15 57e4e21d
block 1133 * ff7d7d7d
block 1135 * ff6b6c6f
block 1136 * ff656565
block 1137 * ff6b6c6f
block 1138 * ff221d36
block 1139 * ff59716a
block 1140 * ff6b6c6f
block 1141 * ff43452e
block 1142 0 ff6ec6a0
block 1142 1 ffbbccca
block 1142 2 ff46495b
block 1142 3 ffaad4d4
block 1142 4 ff949a8a
block 1142 5 ffce6d56
block 1142 6 ffebd07f
block 1142 7 ff525252
block 1143 * ee859d42
block 1144 * ff6b6c6f
block 1145 * ff525968
block 1145 0 ff2f2f44
block 1145 1 ff3f312d
block 1145 2 ff60464c
block 1145 3 ff60464c
block 1145 4 ff60464c
block 1145 5 ff60464c
block 1145 6 ff2f2f44
block 1145 7 ff3f312d
block 1145 12 ff2f2f44
block 1145 13 ff3f312d
block 1146 * ff494442
block 1147 0 ff000000
block 1147 1 ffa90000
block 1147 2 ff007000
block 1147 3 ff633100
block 1147 4 ff000070
block 1147 5 ff700070
block 1147 6 ff00a9a9
block 1147 7 ff707070
block 1147 8 ff383838
block 1147 9 ffa97f86
block 1147 10 ff38a938
block 1147 11 ffa9a938
block 1147 12 ff3838a9
block 1147 13 ffa938a9
block 1147 14 ffa97000
block 1147 15 ffa9a9a9
block 1148 * ff44392c
block 1149 * ff653924
block 1150 * ff606060
block 1151 * ff566867
block 1152 * ff7c007c
block 1153 * ff4b1f10
block 1154 * ffc0986c
block 1155 0 d95c524b
block 1155 1 ff7c007c
block 1155 2 b569615b
block 1155 3 4b443b2f
block 1155 4 47ffbb51
block 1155 5 e9838383
block 1155 6 ff4f545d
block 1155 7 ff8b8b8b
block 1155 8 ff554f59
block 1155 9 ab4f4845
block 1155 10 ad735748
block 1155 11 747f7876
block 1156 * 92c4d2d0
block 1157 * ff6b6c6f
block 1158 * ff6b6c6f
block 1159 0 ff6ec6a0
block 1159 1 ffbbccca
block 1159 2 ff46495b
block 1159 3 ffaad4d4
block 1159 4 ff949a8a
block 1159 5 ffce6d56
block 1159 6 ffebd07f
block 1159 7 ff525252
block 1159 8 ffc37846
block 1159 9 ffd1a261
block 1159 10 ff515151
block 1160 * 9b1a2731
block 1161 * ff335955
block 1162 0 794b3227
block 1162 1 ff542f1f
block 1162 2 ff542f1f
block 1162 3 ff542f1f
block 1162 4 ff482719
block 1162 5 4f553b32
block 1162 6 ff532e1d
block 1163 0 e5d4c6b3
block 1164 * ff7d6c40
block 1165 0 ff542f1f
block 1165 1 ff4d2d1e
block 1165 2 ff4d2d1f
block 1166 * ff6b6c6f
block 1167 * ff656565
block 1167 3 ff505050
block 1167 5 ff595959
block 1168 * ff656565
block 1168 3 ff555555
block 1168 5 ff505050
block 1168 6 ff4e4e4e
block 1169 0 ff20281e
block 1169 1 ff243225
block 1169 2 ff222f23
block 1169 3 ff1f2a1f
block 1169 4 ff38281f
block 1169 5 ff423932
block 1169 6 ff2a342e
block 1169 7 ff383d2d
block 1169 8 ff492a27
block 1169 9 ff452f28
block 1169 10 ff402a27
block 1169 11 ff45312c
